04-07 13:18,6023900953,寻找rainbow姑娘,0,道歉有用，要法律干嘛？,https://tva2.sinaimg.cn/crop.0.0.1342.1342.180/006zFFONjw8fagbs3fktmj311a11aaes.jpg
03-22 11:02,5067797275,Marlboro-like,0,回复<a href='https://m.weibo.cn/n/柳一秋'>@柳一秋</a>:这个顶一波,https://tva4.sinaimg.cn/crop.0.0.750.750.180/005wXXzJjw8f3z91f5dkgj30ku0kv3zt.jpg
03-22 11:01,1820543081,嘲风Jason,0,"水深的很 不和政府部门搞点关系你能干成这事儿 还真就不信<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_bizui-1301646143.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_bizui-1301646143.png"" style=""width:1em;height:1em;""></span>",https://tva2.sinaimg.cn/crop.0.0.894.894.180/6c834869gw1ef9oqda9g7j20p00xd0wd.jpg
03-22 11:01,2401652284,xyz-xx,0,这种属于没脑子的，评论里有些人不要随便以偏概全，以为全国都这样参假……像我们这种郊区市政小项目都决不允许用设计以外的材料，更何况检验不合格的，最后出了问题谁都担不起……,https://tva3.sinaimg.cn/crop.0.1.640.640.180/8f264e3cjw8f3u81223zej20hs0huabx.jpg
03-22 10:56,1925933113,苏联太空人,0,回复<a href='https://m.weibo.cn/n/王慧楠同学'>@王慧楠同学</a>: 你这断子绝孙的东西只能上网做做当爸爸的梦了,https://tva3.sinaimg.cn/crop.0.0.640.640.180/72cb6839jw8ewlx4mwy4mj20hs0hs74y.jpg
03-22 10:54,3939855462,王慧楠同学,0,"回复<a href='https://m.weibo.cn/n/苏联太空人'>@苏联太空人</a>:就当我没你这个儿子<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;""></span>",https://tva3.sinaimg.cn/crop.0.0.996.996.180/ead56c66jw8f63kcttuu6j20ro0ro78u.jpg
03-22 10:49,2460926967,永远在减肥的晴天胖胖,0,感觉西安地铁部门也有责任吧。先调查一下领导们的存款，家里孩子有没有国外留学，房产等。再来说说谁该跪地上吧。不要只是对面公司的人出来下跪。没意思,https://tva1.sinaimg.cn/crop.0.0.180.180.180/92aec3f7jw1ea3guo97sxj2050050gln.jpg
03-22 10:49,1960068977,Vv丶rookie,0,大家好，我是锅。。,https://tva1.sinaimg.cn/crop.6.93.444.444.180/74d44771jw8ex0c98uxfej20cy0m80to.jpg
03-22 10:43,2385350921,路的默契_夏天来了遮不住肉咯,0,社会的良知和利益已经势不两立了,https://tvax2.sinaimg.cn/crop.0.0.349.349.180/8e2d9109ly8fegxjcwxkuj209p09qmxv.jpg
03-22 10:38,5829130341,我们大概忘记了,0,我们是最早转发的！！后来被央视曝光！！<a href='https://m.weibo.cn/n/热门叔叔'>@热门叔叔</a>,https://tvax1.sinaimg.cn/crop.7.0.498.498.180/006mur5jly8fcz6v7etaaj30e80duaaa.jpg
03-22 10:38,2919032415,刀枪不露噶,0,我就想问问是怎么验收的？哪些部门参与验收的？哪些人签了字？,https://tva1.sinaimg.cn/crop.149.0.711.711.180/adfce65fjw8f77lvzvwj5j20zk0k041t.jpg
03-22 10:35,1925933113,苏联太空人,0,回复<a href='https://m.weibo.cn/n/王慧楠同学'>@王慧楠同学</a>: 你这断子绝孙东西上网幻想自己当爸爸喽,https://tva3.sinaimg.cn/crop.0.0.640.640.180/72cb6839jw8ewlx4mwy4mj20hs0hs74y.jpg
03-22 10:34,1336823707,_-Daniel_,0,"多了去了，很多电线都是铜包铝，铜包铁的，当负荷不过来的时候，表皮会因为过热而燃烧起来，我只想说，这种电线电缆即便不是专业的采购者都能很轻易问出来，更何况是国家工程？反正接锅侠已经出现了。<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;""></span>不收任何快递，家里水表装在一楼。",https://tva2.sinaimg.cn/crop.0.0.640.640.180/4fae4f9bjw8eql7evkyh9j20hs0hswgt.jpg
03-22 10:32,5130304655,用户tzj7arir72,0,回复<a href='https://m.weibo.cn/n/黄金米菲'>@黄金米菲</a>:什么你国，垃圾国。,https://tva4.sinaimg.cn/crop.0.0.1080.1080.180/005BceBhjw8etssmyoyr2j30u00u078w.jpg
03-22 10:32,2670339624,黑夜里的风8,0,刚开始官商都一致觉得是污蔑，诽谤，造谣，最后顶不住事实的证明，不得不拉出来一个替死鬼！,https://tva3.sinaimg.cn/crop.0.0.480.480.180/9f2a2628jw8en6q771igjj20dc0dcjso.jpg
03-22 10:30,3939855462,王慧楠同学,0,"回复<a href='https://m.weibo.cn/n/qi思妙想丶'>@qi思妙想丶</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;""></span>",https://tva3.sinaimg.cn/crop.0.0.996.996.180/ead56c66jw8f63kcttuu6j20ro0ro78u.jpg
03-22 10:29,1925933113,苏联太空人,0,回复<a href='https://m.weibo.cn/n/王慧楠同学'>@王慧楠同学</a>: 别把你娘的日常活动套到别人头上。,https://tva3.sinaimg.cn/crop.0.0.640.640.180/72cb6839jw8ewlx4mwy4mj20hs0hs74y.jpg
03-22 10:28,3939855462,王慧楠同学,0,回复<a href='https://m.weibo.cn/n/愿闻君之名'>@愿闻君之名</a>:没你博学,https://tva3.sinaimg.cn/crop.0.0.996.996.180/ead56c66jw8f63kcttuu6j20ro0ro78u.jpg
03-22 10:28,3939855462,王慧楠同学,0,"回复<a href='https://m.weibo.cn/n/维克秃秃秃'>@维克秃秃秃</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;""></span>",https://tva3.sinaimg.cn/crop.0.0.996.996.180/ead56c66jw8f63kcttuu6j20ro0ro78u.jpg
03-22 10:28,3939855462,王慧楠同学,0,回复<a href='https://m.weibo.cn/n/苏联太空人'>@苏联太空人</a>:点赞数是多少男人强奸你妈的数,https://tva3.sinaimg.cn/crop.0.0.996.996.180/ead56c66jw8f63kcttuu6j20ro0ro78u.jpg
03-22 10:26,3939855462,王慧楠同学,0,回复<a href='https://m.weibo.cn/n/苏半夏5448602672'>@苏半夏5448602672</a>:来给我治,https://tva3.sinaimg.cn/crop.0.0.996.996.180/ead56c66jw8f63kcttuu6j20ro0ro78u.jpg
03-22 10:23,2155936002,冰丄飛舞,0,只求你们不要对举报人做些什么！！,https://tva3.sinaimg.cn/crop.0.0.180.180.180/8080f902jw1e8qgp5bmzyj2050050aa8.jpg
03-22 10:21,3705836152,最爱学习的小王子,0,回复<a href='https://m.weibo.cn/n/曦望的田野'>@曦望的田野</a>:哈哈哈笑死我了,https://tva2.sinaimg.cn/crop.11.0.489.489.180/dce29278jw8f4zpplauvej20e80dl0t5.jpg
03-22 10:18,1614839741,夜凉虫鸣,0,背锅的而已,https://tva1.sinaimg.cn/crop.0.0.180.180.180/60407fbdjw1e8qgp5bmzyj2050050aa8.jpg
03-22 10:17,5164660989,做个美食犒劳自己,0,做生意这事啊，如果责任大于利益，就的放弃，免得后患无穷。,https://tva2.sinaimg.cn/crop.0.0.664.664.180/005DwofHjw8f7waejiezxj30ig0igjsi.jpg
03-22 10:15,1942008487,粟阳花开,0,回复<a href='https://m.weibo.cn/n/triangel8808'>@triangel8808</a>:不對哦，毒膠囊哪裏都有，而我說的是廣藥的皮鞋膠囊哦?,https://tva1.sinaimg.cn/crop.300.0.764.764.180/73c0b2a7gw1ega9tshawlj211y0lcae8.jpg
03-22 10:10,2645205523,xboxskyer红铁,0,德行有大问题的人，即使抓住了机会，也成不了大事。,https://tva2.sinaimg.cn/crop.0.0.180.180.180/9daaa213jw1e8qgp5bmzyj2050050aa8.jpg
03-22 10:00,1835714417,GraceRunFast,0,也不知道竣工验收是怎么通过的，西安的轨道公司和质监站绝对有问题,https://tva2.sinaimg.cn/crop.0.0.180.180.180/6d6ac771jw1e8qgp5bmzyj2050050aa8.jpg
03-22 09:58,2707603300,杨卫荣SX,0,回复<a href='https://m.weibo.cn/n/玖级一段鸿杰'>@玖级一段鸿杰</a>:有的生意不能做就不做，这么重要工程敢供非标货，纯粹找死！,https://tva2.sinaimg.cn/crop.0.1.1125.1125.180/a162bf64jw8f0qnfn58bpj20v90vbq4u.jpg
03-22 09:57,5547145464,7v_v,2,道歉有用的话要尼玛法律干啥？,https://tva4.sinaimg.cn/crop.0.0.640.640.180/0063pfW8jw8fbsmgo2i41j30hs0hsmxk.jpg
03-22 09:56,1850280653,后备军之子,0,2017年3月15日，涉事电缆公司称网贴为谣言，已报警，称公司在参与西安地铁建设的招标中程序，实体均不存在违法情况。在西安地铁施工期间电缆已经通过质量认证，质监局多次抽检均为合格产品,https://tvax2.sinaimg.cn/default/images/default_avatar_male_180.gif
03-22 09:49,2735284474,是本可爱咯,9,记得十三号天涯爆料出来的时候，奥凯官网还辟谣发了声明说是诬陷呢，检验结果出来了就下跪啊？如果真出事故了，你自杀也没用！奥凯公司成立时间刚好和三号线开建时间吻合，一个刚成立的公司能中标，而且第一单生意就是地铁三号线，把背后的一串蛀虫揪出来吧！,https://tvax2.sinaimg.cn/crop.0.6.499.499.180/a30920faly8fdlhpnf0pgj20dv0e8wep.jpg
03-22 09:46,1765502694,我是瘦包包,0,"老子今天早上坐地铁一路上提心吊胆<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;""></span>",https://tva3.sinaimg.cn/crop.0.1.640.640.180/693b6ee6jw8endv6nbzv8j20hs0hut9s.jpg
03-22 09:43,3501938932,FantasyTaylor,0,"上天入地的粉色三号线<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png"" style=""width:1em;height:1em;""></span>刚开通时候我还特地去坐<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;""></span> ",https://tva1.sinaimg.cn/crop.0.0.996.996.180/d0bb58f4jw8fcxv2wpj2wj20ro0rojro.jpg
03-22 09:36,2448020220,二营长去哪儿了,0,回复<a href='https://m.weibo.cn/n/黄金米菲'>@黄金米菲</a>:少他妈咸吃萝卜淡操心,https://tvax3.sinaimg.cn/crop.0.0.996.996.180/91e9d2fcly8fe6b5dcoi4j20ro0rota1.jpg
03-22 09:32,3051743267,银月变身,1,回复<a href='https://m.weibo.cn/n/黄金米菲'>@黄金米菲</a>:果然是欧美接盘发狗粮，又多起来了？,https://tva2.sinaimg.cn/crop.532.0.112.112.180/b5e5e823jw8f9j9xqxhtoj20k00ciadg.jpg
03-22 09:32,2730868142,我喜欢粽子,0,应该追究地铁公司采购的责任吧,https://tvax3.sinaimg.cn/default/images/default_avatar_female_180.gif
03-22 09:28,2717334071,短暂漫长春夏秋冬,1,"网上转发，真的假的<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_shayan-e51a9b4069.png"" style=""width:1em;height:1em;""></span>，吓尿了，文明社会吃人么<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;""></span> ",https://tvax4.sinaimg.cn/crop.0.0.512.512.180/a1f73a37ly8fdek7f4ii6j20e80e80sw.jpg
03-22 09:26,2717334071,短暂漫长春夏秋冬,1,"往上转发，真的假的<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_shayan-e51a9b4069.png"" style=""width:1em;height:1em;""></span>，吓尿了 ",https://tvax4.sinaimg.cn/crop.0.0.512.512.180/a1f73a37ly8fdek7f4ii6j20e80e80sw.jpg
03-22 09:23,1408443051,西北民工,0,如果道歉有用的话，还要法律干什么？！,https://tva2.sinaimg.cn/crop.0.0.180.180.180/53f322abjw1e8qgp5bmzyj2050050aa8.jpg
03-22 09:23,1903313793,0瑶台镜0,0,别学日本那一套，支持彻查到底。,https://tva4.sinaimg.cn/crop.26.456.663.663.180/71724381jw8fa1vhucv6pj20j60vw45t.jpg
03-22 09:21,2866501844,vitamInH8,1,我替西安800多W的人民郑重的告诉你：绝不接受你的道歉、悔罪！！,https://tva4.sinaimg.cn/crop.78.0.250.250.180/aadb58d4jw1f6huryqgitj20aw0710t4.jpg
03-22 09:21,6045959155,太热公司,6,回复<a href='https://m.weibo.cn/n/一世欢颜Mei'>@一世欢颜Mei</a>:一个国家，修一个五公里长的高速隧道，花了一千多亿人民币，这个国家已经腐败到何种地步。 一个国家，一个中级军官能挪用三千多亿人民币，这个国家已经堕落到何种地步。 上网搜波士顿填大坑，伊拉克重建硕鼠，有惊喜。,https://tva2.sinaimg.cn/crop.0.0.996.996.180/006Baeafjw8f9g9z97tavj30ro0rota3.jpg
03-22 09:19,2656628467,纽爱迪影像,0,如果跪一下就万事大吉，那要监狱还有什么用。,https://tva1.sinaimg.cn/crop.0.0.180.180.180/9e58eef3jw1e8qgp5bmzyj2050050aa8.jpg
03-22 09:15,5376240837,啊猫啊狗啊西巴,0,"回复<a href='https://m.weibo.cn/n/活的像个诗人'>@活的像个诗人</a>:道歉有用的话要警察干森膜<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;""></span> ",https://tvax2.sinaimg.cn/crop.0.0.996.996.180/005RQ9PTly8ffqi02ejhsj30ro0rp40d.jpg
03-22 09:15,2176696312,在路边水坑照镜子,0,下跪有用吗？西安的名声都被你给毁了。,https://tva4.sinaimg.cn/crop.0.0.720.720.180/81bdbff8jw8evf8p13a8bj20k00k00ty.jpg
03-22 09:15,2813072815,想飞的桃乐丝,0,需要承担责任的不只是这个公司的老板，他如果没有后台，能干这么大的事儿？！,https://tva3.sinaimg.cn/crop.0.0.750.750.180/a7ac15afjw8fbcgrquo1ej20ku0kujs6.jpg
03-22 09:14,2800582553,bingo就是斌哥,0,政府工程一般都是社会基础工程，关系社会民生，你们还这样搞，建议从重判决,https://tva4.sinaimg.cn/crop.92.235.520.520.180/a6ed7f99gw1eeyw9dqu4jj20hs0np0v8.jpg
03-22 09:11,1565584981,晨兮载曜,0,"<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_wabishi-f5765407f7.png"" style=""width:1em;height:1em;""></span>那些收钱的领导顶多来个记过啊调岗啊",https://tva1.sinaimg.cn/crop.0.0.180.180.180/5d50ee55jw1e8qgp5bmzyj2050050aa8.jpg
03-22 09:11,1218044581,一-点涟漪,0,败露了就下跪，不然还不是拿着黑心钱吃喝玩乐，前两天不还嘴硬呢么。而且他只是供应商，这种市政工程能通过验收评审运行，牵扯的部门多了去了，先把当时主管交通巿政的负责人抓起来，绝对没跑。,https://tvax4.sinaimg.cn/crop.0.0.1242.1242.180/4899e2a5ly8ffbzeoujacj20yi0yi42k.jpg
03-22 09:09,2717334071,短暂漫长春夏秋冬,3,"西安政府官员才是贪钱罪魁祸首 ，招标投标中标建设的每一步都要经过相关的核实，这个公司是怎么中标的？又是怎么能通过检测的？四千万就有三千万是不合格，商人只不过是赚点小钱罢了。让一个一个小喽罗出来背锅，天大的笑话，无法无天！中纪委到你了上场了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;""></span>",https://tvax4.sinaimg.cn/crop.0.0.512.512.180/a1f73a37ly8fdek7f4ii6j20e80e80sw.jpg
03-22 09:09,1883871692,真小幸子,0,"西安地铁用不合格的电缆 票价还高！低成本高收入 你们的良心不会痛吗！<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_kulou-58afa94807.png"" style=""width:1em;height:1em;""></span>",https://tva1.sinaimg.cn/crop.115.0.456.456.180/704999ccjw8f2wd4znwzuj20j60eejt0.jpg
03-22 09:07,2516335222,玖级一段鸿杰,0,回复<a href='https://m.weibo.cn/n/杨卫荣SX'>@杨卫荣SX</a>:没错。调包也是一种可能,https://tva4.sinaimg.cn/crop.0.0.180.180.180/95fc3a76jw1e8qgp5bmzyj2050050aa8.jpg
03-22 09:05,2860327314,一朵花s,0,<a href='https://m.weibo.cn/n/Gavin恋雪'>@Gavin恋雪</a>,https://tva1.sinaimg.cn/crop.0.2.508.508.180/aa7d2192jw8f5mbu3zjffj20e40e80tm.jpg
03-22 09:05,1882082721,酸甜小猪,2,这叫弃卒保车,https://tvax4.sinaimg.cn/crop.0.0.996.996.180/702e4da1ly8fe0n9ngcb3j20ro0ro0ul.jpg
03-22 09:04,2881792700,K线转折预警,0,你可以跪，但不能免责。,https://tva2.sinaimg.cn/crop.26.111.323.323.180/abc4aabcjw8ev2otzq7g4j20a30g6gnl.jpg
03-22 09:04,2881792700,K线转折预警,0,赞“8名相关人员已被依法控制”，出事有人担责才是减少此类事件的有效措施。,https://tva2.sinaimg.cn/crop.26.111.323.323.180/abc4aabcjw8ev2otzq7g4j20a30g6gnl.jpg
03-22 09:02,1500069023,Double1_克洛泽,2,谁招的标？谁监管的？哪里生产的？这是拿着群众的性命不当回事，主要负责人员全部枪毙并鞭尸,https://tva3.sinaimg.cn/crop.0.0.180.180.180/59693c9fjw1e8qgp5bmzyj2050050aa8.jpg
03-22 09:02,5793021531,南国红药0914,2,应该走法律程序，又不是日本没事儿跪地干嘛？你一个人切腹都不能解决问题。置国人声明不顾，一心想着谋私利，着实可恶。君子爱财取之有道，这样简直是良心坏了。政府人员也应该收到严肃惩处！！！,https://tva1.sinaimg.cn/crop.0.0.996.996.180/006k2Vx9jw8fbhbs3bkazj30ro0rpdh3.jpg
03-22 09:00,1908253653,烦死了注什么册,0,甭道歉，快法律制裁他们！,https://tva2.sinaimg.cn/crop.0.0.180.180.180/71bda3d5jw1e8qgp5bmzyj2050050aa8.jpg
03-22 09:00,1761643584,张冬丽很mature,0,"没有验收？验收合格？<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;""></span>",https://tva2.sinaimg.cn/crop.0.5.751.751.180/69008c40jw8fbaiurj0shj20kv0l675b.jpg
03-22 09:00,1888916505,娟zyj,1,"没有后面的保护伞，他会那么大胆？验收工程的时候怎么过关的？这要查下去，四川得拉下来多少人啊<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_guzhang-4ac2b70b8f.png"" style=""width:1em;height:1em;""></span>",https://tva3.sinaimg.cn/crop.0.0.720.720.180/70969419jw8enfa7jvyo3j20k00k0myl.jpg
03-22 08:59,1221424122,Marc-Penn,1,这不是道歉的事情吧……,https://tvax3.sinaimg.cn/crop.0.0.750.750.180/48cd73faly8fexq86jdcrj20ku0kuq3t.jpg
03-22 08:59,2277378623,葬噯家族-壞尐爺,0,这盛世如你所愿,https://tvax2.sinaimg.cn/crop.0.0.750.750.180/87be0a3fly8ferce3vqrkj20ku0kujs1.jpg
03-22 08:57,2503947933,你说我叫什么名字--,0,<a href='https://m.weibo.cn/n/Xue_Hmm'>@Xue_Hmm</a>,https://tva2.sinaimg.cn/crop.0.25.1242.1242.180/953f369djw8fbloxcw0nij20yi0zxtb9.jpg
03-22 08:56,5625405002,吃根辣条消消气,1,回复<a href='https://m.weibo.cn/n/黄金米菲'>@黄金米菲</a>:中国一有什么不好的新闻你以为你说个你国就能撇清，我们骂归骂归根结底是希望这个国家更好，因为我们知道自己是这个国家的人，没有哪个国家是十全十美的，你向往的民主国家那也是那国的人民陪着自己的国家一步步从坏到好发展来的，你想去坐享其成别国人民的辛苦建设成果，凭什么,https://tvax2.sinaimg.cn/crop.0.0.664.664.180/0068HCOKly8fdufsfgr68j30ig0igmyq.jpg
03-22 08:55,5993913374,喂挤不进的世界就别挤了,1,不同意，如果不曝光你是不带解决的，如果发生事故，跪地有个屁用，能换来生命吗？别把老百姓的命不当命，必须严判。,https://tva4.sinaimg.cn/crop.0.0.960.960.180/006xDQGajw8f6d2dxwu3nj30qo0qojtu.jpg
03-22 08:54,3921325112,你喜欢的样子我都u,1,回复<a href='https://m.weibo.cn/n/王慧楠同学'>@王慧楠同学</a>:何必为自己阳痿找借口？,https://tvax2.sinaimg.cn/crop.0.0.996.996.180/e9baac38ly8fdnj0iyc7mj20ro0ro0uc.jpg
03-22 08:53,5505207205,籁忒勾,0,回复<a href='https://m.weibo.cn/n/结綀呐慯'>@结綀呐慯</a>:具体说和这届领导班子没关系是上一届的,https://tva4.sinaimg.cn/crop.0.3.750.750.180/0060zhSBjw8fblmh2239pj30ku0l140x.jpg
03-22 08:52,1970999283,幽玉兰馨-晗香袭,0,"天<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_han-4ce3c6bac3.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_han-4ce3c6bac3.png"" style=""width:1em;height:1em;""></span>",https://tva1.sinaimg.cn/crop.65.98.568.568.180/757b0ff3jw8fcwv8yj9aoj20sg0ij78u.jpg
03-22 08:52,1326499094,妞你说柯基还是小喜,0,"别学鬼子那一套，出事儿了就知道磕头下跪不干人事儿，看着就烦<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_wabishi-f5765407f7.png"" style=""width:1em;height:1em;""></span>",https://tva3.sinaimg.cn/crop.0.0.996.996.180/4f10c516jw8f7db8jjtygj20ro0rota4.jpg
