受理意见,咨询主题,咨询人,咨询内容,咨询日期,处理单位,处理状态
"尊敬的市民，您好！未成年医保报销资料：（1）申请人社会保障卡原件，代办的还须提供代办人身份证原件； （参加未成年医疗保险：如以母亲名义参保的新生儿需提供在出生一年内更名的《未成年人医疗保险个人资料修改复核单》及户口簿；）  
（2）住院首次病程记录（入院记录）或住院病历复印件，住院费用明细清单和出院小结/出院记录；   
（3）财税统一印制的住院医疗费用收据原件（市内住院的注明现金结算原因并盖章）； 到参保辖区社保经办机构
（限办事处）办理，具体是否能报销以前台审核为准，感谢您对我们工作的支持。",出生前已购买医保，出生时的费用可报销吗？,梁*****,您好，我想了解一下，我小孩在出生前已购买社保，出生时住院的费用不知能否报销？如可报销的话需要提供什么资料，如何办理？现已办理市民卡。谢谢！,2017-05-17 15:57:47,市人力资源和社会保障局,办结
您好，您的问题我们已安排专人电话联系您，感谢您对我们工作的关注和支持！,人才引进,肖*****,"请问下，我们有个人才引进的员工，网上预审已经通过了，但是已经离职了，人才引进表中单位负责人和公章还是要我们公司签字么,但是户口不能入我们公司了吧",2017-05-17 11:54:47,市人力资源和社会保障局,办结
"关于流水号：111705176763401号行政投诉的回复

张先生反映的问题转平沙镇农业单位职工住房建设领导小组办公室调处，现回复如下：
经了解，目前我镇未有原地拆建的相关政策。如需进一步了解相关政策信息，可直接致电平沙镇农业单位职工住房建设领导小组办公室，电话7751372。
此复

                           2017年5月22日",旧房改造,张*****,平沙是否可以在拆除旧房后，在原址建新房？能建多大面积？能建几层？有没有相关政策法规文件参考？,2017-05-17 11:52:00,高栏港经济区,办结
您好，您的问题我们已安排专人电话联系您，感谢您对我们工作的关注和支持！,入户--社保,谢*****,您好，请教您一个问题：“我司已经为所有劳动备案的同事购买了社保，其中有两名是上周刚购买的社保，现在在人力资源和社会保障服务平台上能查询到就业登记与购买社保的人数是一致的”，但我们提交人才引进申请时，系统提示：“请单位依法依规为全体劳动者参加社会保险后再予以审核”，请问是由于在地税购买社保还没同步到国税系统的原因吗？大概需要几个工作日才能同步？非常感谢,2017-05-16 13:57:09,市人力资源和社会保障局,办结
"尊敬的市民，您好！未成年医保住院报销：（1）申请人社会保障卡原件，代办的还须提供代办人身份证原件； （参加未成年医疗保险：如以母亲名义参保的新生儿需提供在出生一年内更名的《未成年人医疗保险个人资料修改复核单》及户口簿；）  
（2）住院首次病程记录（入院记录）或住院病历复印件，住院费用明细清单和出院小结/出院记录；   
（3）财税统一印制的住院医疗费用收据原件（市内住院的注明现金结算原因并盖章）； 到参保辖区社保经办机构
（限办事处）办理，感谢您对我们工作的支持。",未成年人医保报销,王*****,我家小BB出生前已购买未成年人医保，在出生后因疾病住院。目前，BB的社保卡已办理出来了，请问报销住院费用是如何流程，需要准备些什么资料。,2017-05-16 11:18:46,市人力资源和社会保障局,办结
"尊敬的市民，您好!现在可以按人才引进的方法来入户珠海，用人单位应与劳动者建立规范的劳动关系,依法办理就业登记和参加社会保险，人才引进入户的条件可以浏览以下网站：http://www.zhrsj.gov.cn/xinxi/zcfg/zxwj/201701/P020170123639631257864.pdf  办事指南浏览此网站：http://www.zhrsj.gov.cn/xinxi/zcfg/zxwj/201702/t20170228_16255641.html。（机关事业单位、国内高等院校珠海校区除外）感谢您对我们工作的支持。",人才引进户口办理方法,王*****,按照人才引进方式办理户口的基本条件和办理流程。,2017-05-16 09:49:56,市人力资源和社会保障局,办结
您好，您的问题我们已安排专人电话联系您，感谢您对我们工作的关注和支持！,《深圳市人才引进审查表》盖章是否可以邮寄,边*****,我在办理珠海调干深圳，深圳这边需要填写《深圳市人才引进审查表》并且回档案保管部门（我的档案保存在香洲区红山路245号珠海人才资源与就业服务中心）盖章，因我现在在深圳，不太方便过去，想咨询一下，能否将该表邮寄至该单位盖章呢？还是必须本人亲自过去盖章？,2017-05-16 09:40:00,市人力资源和社会保障局,办结
尊敬的市民，您好！根据《女职工劳动保护贴别规定》第七条：女职工生育享受98天产假；《广东省人口与计划生育条例》第三十条：“符合法律、法规规定生育子女的夫妻，女方享受八十日的奖励假，男方享受十五日的陪产假，这个假期规定是硬性规定的，不根据单位经营情况条件允许的范围内执行，如果不执行可以到单位所属劳动部门投诉或者申请劳动仲裁，感谢您对我们工作的支持。,公司只给98天产假是否违法,吴*****,根据《女职工劳动保护贴别规定》第七条：女职工生育享受98天产假；《广东省人口与计划生育条例》第三十条：“符合法律、法规规定生育子女的夫妻，女方享受八十日的奖励假，男方享受十五日的陪产假。问：我们单位一直的解释说条例是根据单位经营情况条件允许的范围内才执行，所以我们单位一直按照劳动法规定的产假98天待遇给到员工，单位认为这样并没有违反劳动法，但是我看了很多咨询回复都是说增加80天的奖励假，如果不执行可以到单位所属劳动部门投诉或者申请劳动仲裁。我想确认的是条例是硬性规定的还是真的如单位所说，根据单位经营情况条件允许的范围内才执行？,2017-05-15 15:16:37,市人力资源和社会保障局,办结
尊敬的市民，您好！如您的社保缴费是在市民卡的金融帐户扣费的，市民卡办理新卡后对缴纳社保是否有影响建议咨询地税，电话：12366转2，感谢您对我们工作的支持。,补办市民卡,简*****,你好，不小心遗失了市民卡，现在需要补办一张市民卡，想请问一下补卡了新卡之后，对于缴纳社保有没有什么影响，需要去变更账号之类的吗？,2017-05-15 15:14:03,市人力资源和社会保障局,办结
尊敬的市民，您好！如还没在珠海上学的未成年人需要属于珠海户口才可以参加珠海医保，本地户口未成年人医保办理手续：1、填写《珠海市基本医疗保险二档（学生和未成年人）申报表》2、提供参保人户口本原件；经办人身份证原件；3、参保人或其法定监护人在市内农行、工行、交行、建行、农商银行属下网点开设的个人结算存折或银行借记卡的原件。可到辖区社保中心办事处、户籍所在（村）居委会办理，感谢您对我们工作的支持。,儿童怎么购买医保,龙*****,小孩是不是入户就可以购买医保了，要怎么办理手续,2017-05-15 15:14:02,市人力资源和社会保障局,办结
"您好！您所咨询事项，户政中心已电话回复您，如还有什么问题，可拔打户政中心咨询电话：8640350。

                                        户政中心
                                    2017年5月18日",人才引进落户,杨*****,按照人才引进落户的政策，在派出所受理之日起6个工作日内会出办理结果，我于2017.05.08在斗门区新青派出所户籍科办理了相关手续，到现在没有进展，派出所给出的时间是需要个把月时间，为什么政策和落实有差距？,2017-05-15 09:44:26,市公安局,办结
"尊敬的市民，您好！您此单与 111705146748701重复，该单已转部门跟进，为避免重复转办工单影响处理时效，因此此单不再重复转办，请您耐心等待。
感谢您对我热线中心的支持和理解！",夫妻投靠迁移户口,王*****,您好，我本人，吉林省蛟河市户籍，妻子是珠海市香洲区横琴镇深井村户籍，已婚达到5年，想确定一下我想办理夫妻投靠迁移到妻子户籍所在地，因15年前有犯罪记录（2002年服刑结束后户籍返回到蛟河市）。依据珠海市户籍管理规定，是否符合户籍迁移到珠海（妻子户籍所在地）？谢谢您。                                     2017.5.14/,2017-05-14 15:46:55,市公安局,办结
"您好！您所咨询事项，户政中心已电话回复您，如还有什么问题，可拔打户政中心咨询电话：8640350。

                                        户政中心
                                    2017年5月17日",夫妻投靠户口迁移,王*****,负责人您好：    本人，吉林省蛟河市户籍，妻子是珠海香洲区横琴镇深井村户籍，结婚5年，现想办理户口夫妻投靠迁移，迁移到妻子户籍所在地。因15年前曾有过犯罪记录（2002年刑满释放后户口落回原地在吉林蛟河市），因有犯罪记录，按珠海市户口迁移管理规定，是否影响本人户口夫妻投靠迁移到妻子户籍所在地。谢谢。,2017-05-14 14:58:28,市公安局,办结
